0.000000	5720035.365647	3302463.958131	0.000000	-0.000000	0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000000	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000000	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000000	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000000	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000001	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000001	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000002	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000002	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000004	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000006	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000008	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000010	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000020	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000030	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000040	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000050	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000099	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000149	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000199	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000249	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000498	-0.000000	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000746	-0.000001	-0.000000	7960.301117
0.000000	5720035.365647	3302463.958131	0.000995	-0.000001	-0.000001	7960.301117
0.000000	5720035.365647	3302463.958131	0.001244	-0.000001	-0.000001	7960.301117
0.000000	5720035.365647	3302463.958131	0.002488	-0.000002	-0.000001	7960.301117
0.000000	5720035.365647	3302463.958131	0.003732	-0.000004	-0.000002	7960.301117
0.000001	5720035.365647	3302463.958131	0.004976	-0.000005	-0.000003	7960.301117
0.000001	5720035.365647	3302463.958131	0.006220	-0.000006	-0.000004	7960.301117
0.000002	5720035.365647	3302463.958131	0.012441	-0.000012	-0.000007	7960.301117
0.000002	5720035.365647	3302463.958131	0.018661	-0.000019	-0.000011	7960.301117
0.000003	5720035.365647	3302463.958131	0.024882	-0.000025	-0.000014	7960.301117
0.000004	5720035.365647	3302463.958131	0.031102	-0.000031	-0.000018	7960.301117
0.000008	5720035.365647	3302463.958131	0.062204	-0.000062	-0.000036	7960.301117
0.000012	5720035.365647	3302463.958131	0.093306	-0.000093	-0.000054	7960.301117
0.000016	5720035.365647	3302463.958131	0.124408	-0.000124	-0.000071	7960.301117
0.000020	5720035.365647	3302463.958131	0.155511	-0.000155	-0.000089	7960.301117
0.000039	5720035.365647	3302463.958131	0.311021	-0.000309	-0.000178	7960.301117
0.000059	5720035.365647	3302463.958131	0.466532	-0.000464	-0.000268	7960.301117
0.000078	5720035.365647	3302463.958131	0.622042	-0.000618	-0.000357	7960.301117
0.000098	5720035.365647	3302463.958131	0.777553	-0.000773	-0.000446	7960.301117
0.000195	5720035.365647	3302463.958130	1.555106	-0.001546	-0.000892	7960.301117
0.000293	5720035.365647	3302463.958130	2.332659	-0.002319	-0.001339	7960.301117
0.000391	5720035.365647	3302463.958130	3.110212	-0.003092	-0.001785	7960.301117
0.000488	5720035.365646	3302463.958130	3.887765	-0.003865	-0.002231	7960.301117
0.000977	5720035.365643	3302463.958128	7.775531	-0.007729	-0.004462	7960.301117
0.001465	5720035.365639	3302463.958126	11.663296	-0.011594	-0.006694	7960.301117
0.001954	5720035.365632	3302463.958122	15.551061	-0.015458	-0.008925	7960.301117
0.002442	5720035.365624	3302463.958117	19.438827	-0.019323	-0.011156	7960.301117
0.004884	5720035.365553	3302463.958076	38.877653	-0.038646	-0.022312	7960.301117
0.007326	5720035.365435	3302463.958008	58.316480	-0.057969	-0.033468	7960.301117
0.009768	5720035.365270	3302463.957913	77.755307	-0.077292	-0.044624	7960.301117
0.012210	5720035.365057	3302463.957790	97.194133	-0.096615	-0.055780	7960.301117
0.024420	5720035.363288	3302463.956768	194.388267	-0.193229	-0.111561	7960.301114
